"ID del Tweet","Enlace permanente de Tweet","Texto del Tweet","hora","impresiones","interacciones","tasa de interacción","retweets","respuestas","me gusta","clics de perfil de usuario","clics en URL","clics de etiquetas","ampliaciones de detalles","clics en enlaces permanentes","Se abre la aplicación","descargas de app","seguimientos","enviar Tweet por correo electrónico","marcar teléfono","visualizaciones multimedia","interacciones con el contenido multimedia","impresiones promocionado","interacciones promocionado","tasa de interacción promocionado","retweets promocionado","respuestas promocionado","me gusta promocionado","clics de perfil de usuario promocionado","clics en URL promocionado","clics de etiquetas promocionado","ampliaciones de detalles promocionado","clics en enlaces permanentes promocionado","Se abre la aplicación promocionado","descargas de app promocionado","seguimientos promocionado","enviar Tweet por correo electrónico promocionado","marcar teléfono promocionado","visualizaciones multimedia promocionado","interacciones con el contenido multimedia promocionado"
"1471230310914433032","https://twitter.com/rdvillal/status/1471230310914433032","Yo creía que aquella mujer estaba loca. Luego ya no creí nada. Me sentí en un mundo lejano y me dejé arrastrar. Mi cuerpo, que parecía aflojarse, se doblaba ante todo, había soltado sus amarras y cualquiera podía jugar con él como si fuera de trapo.","2021-12-15 21:26 +0000","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1468299003443953666","https://twitter.com/rdvillal/status/1468299003443953666","Allá, de donde venimos ahora, al menos te entretenías viendo el nacimiento de las cosas: nubes y pájaros, el musgo. Aquí en cambio no sentirás sino ese olor amarillo y acedo que parece destilar de todas partes. Y es que este es un pueblo desdichado; untado todo de desdicha","2021-12-07 19:18 +0000","68.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1468297844306161673","https://twitter.com/rdvillal/status/1468297844306161673","Hay pueblos que saben a desdicha. Se les conoce con sorber un poco de su aire viejo y entumido, pobre y flaco como todo lo viejo. Este es uno de esos pueblos","2021-12-07 19:14 +0000","63.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1467217224498913282","https://twitter.com/rdvillal/status/1467217224498913282","He aparejado las bestias y ya están listas, ¿te vas conmigo @Sara_Serran0?","2021-12-04 19:40 +0000","79.0","3.0","0.0379746835443038","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1467185723514265604","https://twitter.com/rdvillal/status/1467185723514265604","@AlexisGS007 spotify wrapped 👏👏👏","2021-12-04 17:35 +0000","22.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1466259990172385287","https://twitter.com/rdvillal/status/1466259990172385287","No estoy muy seguro con Los Tres pero bueno https://t.co/BLewehKmWw","2021-12-02 04:16 +0000","67.0","6.0","0.08955223880597014","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","6","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1466250208354914310","https://twitter.com/rdvillal/status/1466250208354914310","Dénse gusto viendo mi resumen de Spotify","2021-12-02 03:37 +0000","91.0","5.0","0.054945054945054944","0.0","1.0","1.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1466212029484703744","https://twitter.com/rdvillal/status/1466212029484703744","—¿Ya murió? ¿Y de qué?
—No supe de qué. Tal vez de tristeza. Suspiraba mucho.
—Eso es malo. Cada suspiro es como un sorbo de vida del que uno se deshace.","2021-12-02 01:06 +0000","74.0","4.0","0.05405405405405406","0.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1466210406620405768","https://twitter.com/rdvillal/status/1466210406620405768","El cielo era todavía azul. Había pocas nubes. El aire soplaba allá arriba, aunque aquí abajo se convertía en calor.","2021-12-02 00:59 +0000","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1466210405672443909","https://twitter.com/rdvillal/status/1466210405672443909","—Pues mándalos en comisión con el Aldrete. Le levantas un acta acusándolo de “usufruto” o de lo que a ti se te ocurra. Y recuérdale que Lucas Páramo ya murió. Que conmigo hay que hacer nuevos tratos.","2021-12-02 00:59 +0000","41.0","1.0","0.024390243902439025","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
